50.000000	25.089171	1	10.004500	
100.000000	25.128343	1	10.009000	
150.000000	25.167514	2	10.013500	
200.000000	25.206685	2	10.018000	
250.000000	25.245855	1	10.022500	
300.000000	25.285026	1	10.027000	
350.000000	25.324195	1	10.031500	
400.000000	25.363364	1	10.036000	
450.000000	25.402532	1	10.040500	
500.000000	25.441699	1	10.045000	
550.000000	25.480865	1	10.049500	
600.000000	25.520030	1	10.054000	
650.000000	25.559194	1	10.058500	
700.000000	25.598357	1	10.063000	
750.000000	25.637518	1	10.067500	
800.000000	25.676678	1	10.072000	
850.000000	25.715836	1	10.076500	
900.000000	25.754993	1	10.081000	
950.000000	25.794148	2	10.085500	
1000.000000	25.833301	2	10.090000	
1050.000000	25.872452	2	10.094500	
1100.000000	25.911602	2	10.099000	
1150.000000	25.950749	2	10.103500	
1200.000000	25.989894	2	10.108000	
1250.000000	26.029036	2	10.112500	
1300.000000	26.068176	2	10.117000	
1350.000000	26.107314	2	10.121500	
1400.000000	26.146449	2	10.126000	
1450.000000	26.185581	2	10.130500	
1500.000000	26.224711	2	10.135000	
1550.000000	26.263837	2	10.139500	
1600.000000	26.302961	2	10.144000	
1650.000000	26.342081	3	10.148500	
1700.000000	26.381199	3	10.153000	
1750.000000	26.420313	2	10.157500	
1800.000000	26.459423	2	10.162000	
1850.000000	26.498531	2	10.166500	
1900.000000	26.537634	2	10.171000	
1950.000000	26.576734	2	10.175500	
2000.000000	26.615830	2	10.180000	
2050.000000	26.654923	2	10.184500	
2100.000000	26.694011	2	10.189000	
2150.000000	26.733095	2	10.193500	
2200.000000	26.772176	2	10.198000	
2250.000000	26.811251	3	10.202500	
2300.000000	26.850323	3	10.207000	
2350.000000	26.889390	3	10.211500	
2400.000000	26.928453	3	10.216000	
2450.000000	26.967511	3	10.220500	
2500.000000	27.006564	3	10.225000	
2550.000000	27.045613	3	10.229500	
2600.000000	27.084656	3	10.234000	
2650.000000	27.123695	4	10.238500	
2700.000000	27.162728	4	10.243000	
2750.000000	27.201756	4	10.247500	
2800.000000	27.240779	4	10.252000	
2850.000000	27.279797	4	10.256500	
2900.000000	27.318808	4	10.261000	
2950.000000	27.357815	4	10.265500	
3000.000000	27.396816	3	10.270000	
3050.000000	27.435811	3	10.274500	
3100.000000	27.474800	3	10.279000	
3150.000000	27.513783	3	10.283500	
3200.000000	27.552760	3	10.288000	
3250.000000	27.591730	3	10.292500	
3300.000000	27.630695	3	10.297000	
3350.000000	27.669653	3	10.301500	
3400.000000	27.708605	3	10.306000	
3450.000000	27.747550	3	10.310500	
3500.000000	27.786489	3	10.315000	
3550.000000	27.825420	3	10.319500	
3600.000000	27.864345	1	10.324000	
3650.000000	27.903263	1	10.328500	
3700.000000	27.942174	1	10.333000	
3750.000000	27.981078	1	10.337500	
3800.000000	28.019975	1	10.342000	
3850.000000	28.058864	1	10.346500	
3900.000000	28.097746	1	10.351000	
3950.000000	28.136620	1	10.355500	
4000.000000	28.175487	1	10.360000	
4050.000000	28.214346	1	10.364500	
4100.000000	28.253198	1	10.369000	
4150.000000	28.292041	1	10.373500	
4200.000000	28.330876	1	10.378000	
4250.000000	28.369704	1	10.382500	
4300.000000	28.408523	1	10.387000	
4350.000000	28.447334	1	10.391500	
4400.000000	28.486136	1	10.396000	
4450.000000	28.524930	1	10.400500	
4500.000000	28.563715	1	10.405000	
4550.000000	28.602492	1	10.409500	
4600.000000	28.641260	1	10.414000	
4650.000000	28.680019	1	10.418500	
4700.000000	28.718770	1	10.423000	
4750.000000	28.757511	1	10.427500	
4800.000000	28.796243	1	10.432000	
4850.000000	28.834966	1	10.436500	
4900.000000	28.873679	1	10.441000	
4950.000000	28.912383	1	10.445500	
5000.000000	28.951078	1	10.450000	
5050.000000	28.989762	1	10.454500	
5100.000000	29.028438	1	10.459000	
5150.000000	29.067103	1	10.463500	
5200.000000	29.105758	1	10.468000	
5250.000000	29.144404	1	10.472500	
5300.000000	29.183039	1	10.477000	
5350.000000	29.221665	1	10.481500	
5400.000000	29.260279	1	10.486000	
5450.000000	29.298884	1	10.490500	
5500.000000	29.337478	1	10.495000	
5550.000000	29.376062	1	10.499500	
5600.000000	29.414634	1	10.504000	
5650.000000	29.453196	1	10.508500	
5700.000000	29.491748	1	10.513000	
5750.000000	29.530288	1	10.517500	
5800.000000	29.568817	1	10.522000	
5850.000000	29.607335	1	10.526500	
5900.000000	29.645842	1	10.531000	
5950.000000	29.684338	1	10.535500	
6000.000000	29.722822	1	10.540000	
6050.000000	29.761294	1	10.544500	
6100.000000	29.799755	1	10.549000	
6150.000000	29.838205	1	10.553500	
6200.000000	29.876642	1	10.558000	
6250.000000	29.915068	1	10.562500	
6300.000000	29.953481	1	10.567000	
6350.000000	29.991883	1	10.571500	
6400.000000	30.030272	1	10.576000	
6450.000000	30.068649	1	10.580500	
6500.000000	30.107014	1	10.585000	
6550.000000	30.145366	1	10.589500	
6600.000000	30.183706	1	10.594000	
6650.000000	30.222033	1	10.598500	
6700.000000	30.260347	1	10.603000	
6750.000000	30.298648	1	10.607500	
6800.000000	30.336937	1	10.612000	
6850.000000	30.375212	1	10.616500	
6900.000000	30.413474	1	10.621000	
6950.000000	30.451723	1	10.625500	
7000.000000	30.489959	1	10.630000	
7050.000000	30.528182	1	10.634500	
7100.000000	30.566390	1	10.639000	
7150.000000	30.604586	1	10.643500	
7200.000000	30.642767	1	10.648000	
7250.000000	30.680935	1	10.652500	
7300.000000	30.719089	1	10.657000	
