param	expType	paramValue	species	type	conc	growthRate	excessProd	numTypes
m	FALSE	1.415987	4	S-species	0	1.239161	1.355829	9
m	FALSE	1.415987	5	S-species	0.08574763	2	1.355829	9
m	FALSE	1.415987	6	S-species	0.01975648	1.613319	1.355829	9
m	FALSE	1.415987	7	S-species	0.00538623	1.436066	1.355829	9
m	FALSE	1.415987	8	S-species	0.2599803	2.535142	1.355829	9
m	FALSE	1.415987	9	S-species	0.08642135	2.132169	1.355829	9
m	FALSE	1.415987	10	S-species	0.08634464	2.028718	1.355829	9
m	FALSE	1.490513	1	S-species	0.2449457	2.589791	1.336401	9
m	FALSE	1.490513	2	S-species	0.03513056	1.685576	1.336401	9
m	FALSE	1.490513	3	S-species	0.1750509	2.262087	1.336401	9
m	FALSE	1.490513	4	S-species	6.235259e-12	1.239161	1.336401	9
m	FALSE	1.490513	5	S-species	0.08625441	2	1.336401	9
m	FALSE	1.490513	6	S-species	0.0207416	1.613319	1.336401	9
m	FALSE	1.490513	7	S-species	0.006532629	1.436066	1.336401	9
m	FALSE	1.490513	8	S-species	0.2581007	2.535142	1.336401	9
m	FALSE	1.490513	9	S-species	0.08650325	2.132169	1.336401	9
m	FALSE	1.490513	10	S-species	0.08674032	2.028718	1.336401	9
m	FALSE	1.568961	1	S-species	0.2430978	2.589791	1.316924	9
m	FALSE	1.568961	2	S-species	0.03622379	1.685576	1.316924	9
m	FALSE	1.568961	3	S-species	0.1746239	2.262087	1.316924	9
m	FALSE	1.568961	4	S-species	6.081561e-21	1.239161	1.316924	9
m	FALSE	1.568961	5	S-species	0.08673882	2	1.316924	9
m	FALSE	1.568961	6	S-species	0.02168294	1.613319	1.316924	9
m	FALSE	1.568961	7	S-species	0.007628896	1.436066	1.316924	9
m	FALSE	1.568961	8	S-species	0.2563042	2.535142	1.316924	9
m	FALSE	1.568961	9	S-species	0.08658154	2.132169	1.316924	9
m	FALSE	1.568961	10	S-species	0.08711812	2.028718	1.316924	9
m	FALSE	1.651537	1	S-species	0.241332	2.589791	1.297411	9
m	FALSE	1.651537	2	S-species	0.0372683	1.685576	1.297411	9
m	FALSE	1.651537	3	S-species	0.1742154	2.262087	1.297411	9
m	FALSE	1.651537	4	S-species	6.585939e-11	1.239161	1.297411	9
m	FALSE	1.651537	5	S-species	0.08720197	2	1.297411	9
m	FALSE	1.651537	6	S-species	0.02258264	1.613319	1.297411	9
m	FALSE	1.651537	7	S-species	0.008677481	1.436066	1.297411	9
m	FALSE	1.651537	8	S-species	0.2545869	2.535142	1.297411	9
m	FALSE	1.651537	9	S-species	0.08665641	2.132169	1.297411	9
m	FALSE	1.651537	10	S-species	0.08747892	2.028718	1.297411	9
m	FALSE	1.73846	1	S-species	0.2396442	2.589791	1.277876	9
m	FALSE	1.73846	2	S-species	0.03826648	1.685576	1.277876	9
m	FALSE	1.73846	3	S-species	0.1738245	2.262087	1.277876	9
m	FALSE	1.73846	4	S-species	3.422997e-11	1.239161	1.277876	9
m	FALSE	1.73846	5	S-species	0.08764488	2	1.277876	9
m	FALSE	1.73846	6	S-species	0.02344273	1.613319	1.277876	9
m	FALSE	1.73846	7	S-species	0.009680705	1.436066	1.277876	9
m	FALSE	1.73846	8	S-species	0.2529449	2.535142	1.277876	9
m	FALSE	1.73846	9	S-species	0.08672801	2.132169	1.277876	9
m	FALSE	1.73846	10	S-species	0.08782357	2.028718	1.277876	9
m	FALSE	1.829958	1	S-species	0.2380308	2.589791	1.258334	9
m	FALSE	1.829958	2	S-species	0.03922059	1.685576	1.258334	9
m	FALSE	1.829958	3	S-species	0.1734503	2.262087	1.258334	9
m	FALSE	1.829958	4	S-species	1.200893e-14	1.239161	1.258334	9
m	FALSE	1.829958	5	S-species	0.08806854	2	1.258334	9
m	FALSE	1.829958	6	S-species	0.02426514	1.613319	1.258334	9
m	FALSE	1.829958	7	S-species	0.01064077	1.436066	1.258334	9
m	FALSE	1.829958	8	S-species	0.2513745	2.535142	1.258334	9
m	FALSE	1.829958	9	S-species	0.0867965	2.132169	1.258334	9
m	FALSE	1.829958	10	S-species	0.08815284	2.028718	1.258334	9
m	FALSE	1.926272	1	S-species	0.2364856	2.589791	1.238802	10
m	FALSE	1.926272	2	S-species	0.04013209	1.685576	1.238802	10
m	FALSE	1.926272	3	S-species	0.1730901	2.262087	1.238802	10
m	FALSE	1.926272	4	S-species	1.176039e-5	1.239161	1.238802	10
m	FALSE	1.926272	5	S-species	0.08847276	2	1.238802	10
m	FALSE	1.926272	6	S-species	0.02505124	1.613319	1.238802	10
m	FALSE	1.926272	7	S-species	0.01155943	1.436066	1.238802	10
m	FALSE	1.926272	8	S-species	0.2498696	2.535142	1.238802	10
m	FALSE	1.926272	9	S-species	0.086861	2.132169	1.238802	10
m	FALSE	1.926272	10	S-species	0.08846638	2.028718	1.238802	10
m	FALSE	2.027655	1	S-species	0.2348215	2.589791	1.21963	10
m	FALSE	2.027655	2	S-species	0.04095186	1.685576	1.21963	10
m	FALSE	2.027655	3	S-species	0.1725956	2.262087	1.21963	10
m	FALSE	2.027655	4	S-species	9.230232e-4	1.239161	1.21963	10
m	FALSE	2.027655	5	S-species	0.08877297	2	1.21963	10
m	FALSE	2.027655	6	S-species	0.02576711	1.613319	1.21963	10
m	FALSE	2.027655	7	S-species	0.01241271	1.436066	1.21963	10
m	FALSE	2.027655	8	S-species	0.2482308	2.535142	1.21963	10
m	FALSE	2.027655	9	S-species	0.08684343	2.132169	1.21963	10
m	FALSE	2.027655	10	S-species	0.08868101	2.028718	1.21963	10
m	FALSE	2.134373	1	S-species	0.2332309	2.589791	1.200473	10
m	FALSE	2.134373	2	S-species	0.04173601	1.685576	1.200473	10
m	FALSE	2.134373	3	S-species	0.1721229	2.262087	1.200473	10
m	FALSE	2.134373	4	S-species	0.001790366	1.239161	1.200473	10
m	FALSE	2.134373	5	S-species	0.08906071	2	1.200473	10
m	FALSE	2.134373	6	S-species	0.0264521	1.613319	1.200473	10
m	FALSE	2.134373	7	S-species	0.01322982	1.436066	1.200473	10
m	FALSE	2.134373	8	S-species	0.2466637	2.535142	1.200473	10
m	FALSE	2.134373	9	S-species	0.08682703	2.132169	1.200473	10
m	FALSE	2.134373	10	S-species	0.0888865	2.028718	1.200473	10
m	FALSE	2.246709	1	S-species	0.2317091	2.589791	1.181345	10
m	FALSE	2.246709	2	S-species	0.04248595	1.685576	1.181345	10
m	FALSE	2.246709	3	S-species	0.17167	2.262087	1.181345	10
m	FALSE	2.246709	4	S-species	0.002621132	1.239161	1.181345	10
m	FALSE	2.246709	5	S-species	0.0893361	2	1.181345	10
m	FALSE	2.246709	6	S-species	0.0271075	1.613319	1.181345	10
m	FALSE	2.246709	7	S-species	0.01401236	1.436066	1.181345	10
m	FALSE	2.246709	8	S-species	0.2451638	2.535142	1.181345	10
m	FALSE	2.246709	9	S-species	0.08681129	2.132169	1.181345	10
m	FALSE	2.246709	10	S-species	0.08908278	2.028718	1.181345	10
m	FALSE	2.364957	1	S-species	0.2302527	2.589791	1.162258	10
m	FALSE	2.364957	2	S-species	0.04320334	1.685576	1.162258	10
m	FALSE	2.364957	3	S-species	0.1712362	2.262087	1.162258	10
m	FALSE	2.364957	4	S-species	0.003417131	1.239161	1.162258	10
m	FALSE	2.364957	5	S-species	0.08959971	2	1.162258	10
m	FALSE	2.364957	6	S-species	0.02773472	1.613319	1.162258	10
m	FALSE	2.364957	7	S-species	0.01476197	1.436066	1.162258	10
m	FALSE	2.364957	8	S-species	0.2437278	2.535142	1.162258	10
m	FALSE	2.364957	9	S-species	0.08679618	2.132169	1.162258	10
m	FALSE	2.364957	10	S-species	0.08927032	2.028718	1.162258	10
m	FALSE	2.489428	1	S-species	0.2288587	2.589791	1.143224	10
m	FALSE	2.489428	2	S-species	0.04388975	1.685576	1.143224	10
m	FALSE	2.489428	3	S-species	0.1708204	2.262087	1.143224	10
m	FALSE	2.489428	4	S-species	0.004179842	1.239161	1.143224	10
m	FALSE	2.489428	5	S-species	0.08985213	2	1.143224	10
m	FALSE	2.489428	6	S-species	0.02833513	1.613319	1.143224	10
m	FALSE	2.489428	7	S-species	0.01548023	1.436066	1.143224	10
m	FALSE	2.489428	8	S-species	0.2423527	2.535142	1.143224	10
m	FALSE	2.489428	9	S-species	0.08678168	2.132169	1.143224	10
m	FALSE	2.489428	10	S-species	0.08944954	2.028718	1.143224	10
m	FALSE	2.620451	1	S-species	0.227524	2.589791	1.124255	10
m	FALSE	2.620451	2	S-species	0.04454667	1.685576	1.124255	10
m	FALSE	2.620451	3	S-species	0.1704217	2.262087	1.124255	10
m	FALSE	2.620451	4	S-species	0.004911018	1.239161	1.124255	10
m	FALSE	2.620451	5	S-species	0.09009387	2	1.124255	10
m	FALSE	2.620451	6	S-species	0.02891	1.613319	1.124255	10
m	FALSE	2.620451	7	S-species	0.01616862	1.436066	1.124255	10
m	FALSE	2.620451	8	S-species	0.2410355	2.535142	1.124255	10
m	FALSE	2.620451	9	S-species	0.08676774	2.132169	1.124255	10
m	FALSE	2.620451	10	S-species	0.08962084	2.028718	1.124255	10
m	FALSE	2.758369	1	S-species	0.2262458	2.589791	1.105363	10
m	FALSE	2.758369	2	S-species	0.0451755	1.685576	1.105363	10
m	FALSE	2.758369	3	S-species	0.1700395	2.262087	1.105363	10
m	FALSE	2.758369	4	S-species	0.005612093	1.239161	1.105363	10
m	FALSE	2.758369	5	S-species	0.09032546	2	1.105363	10
m	FALSE	2.758369	6	S-species	0.02946056	1.613319	1.105363	10
m	FALSE	2.758369	7	S-species	0.01682857	1.436066	1.105363	10
m	FALSE	2.758369	8	S-species	0.2397736	2.535142	1.105363	10
m	FALSE	2.758369	9	S-species	0.08675435	2.132169	1.105363	10
m	FALSE	2.758369	10	S-species	0.0897846	2.028718	1.105363	10
m	FALSE	2.903546	1	S-species	0.2250214	2.589791	1.086557	10
m	FALSE	2.903546	2	S-species	0.04577758	1.685576	1.086557	10
m	FALSE	2.903546	3	S-species	0.1696729	2.262087	1.086557	10
m	FALSE	2.903546	4	S-species	0.006284437	1.239161	1.086557	10
m	FALSE	2.903546	5	S-species	0.09054737	2	1.086557	10
m	FALSE	2.903546	6	S-species	0.02998795	1.613319	1.086557	10
m	FALSE	2.903546	7	S-species	0.01746141	1.436066	1.086557	10
m	FALSE	2.903546	8	S-species	0.2385643	2.535142	1.086557	10
m	FALSE	2.903546	9	S-species	0.08674148	2.132169	1.086557	10
m	FALSE	2.903546	10	S-species	0.08994119	2.028718	1.086557	10
m	FALSE	3.056365	1	S-species	0.2238484	2.589791	1.06785	10
m	FALSE	3.056365	2	S-species	0.04635419	1.685576	1.06785	10
m	FALSE	3.056365	3	S-species	0.1693211	2.262087	1.06785	10
m	FALSE	3.056365	4	S-species	0.006929536	1.239161	1.06785	10
m	FALSE	3.056365	5	S-species	0.09076005	2	1.06785	10
m	FALSE	3.056365	6	S-species	0.03049328	1.613319	1.06785	10
m	FALSE	3.056365	7	S-species	0.0180684	1.436066	1.06785	10
m	FALSE	3.056365	8	S-species	0.237405	2.535142	1.06785	10
m	FALSE	3.056365	9	S-species	0.0867291	2.132169	1.06785	10
m	FALSE	3.056365	10	S-species	0.09009093	2.028718	1.06785	10
m	FALSE	3.217226	1	S-species	0.2227242	2.589791	1.049251	10
m	FALSE	3.217226	2	S-species	0.04690652	1.685576	1.049251	10
m	FALSE	3.217226	3	S-species	0.1689836	2.262087	1.049251	10
m	FALSE	3.217226	4	S-species	0.007548511	1.239161	1.049251	10
m	FALSE	3.217226	5	S-species	0.09096394	2	1.049251	10
m	FALSE	3.217226	6	S-species	0.03097757	1.613319	1.049251	10
m	FALSE	3.217226	7	S-species	0.01865077	1.436066	1.049251	10
m	FALSE	3.217226	8	S-species	0.2362936	2.535142	1.049251	10
m	FALSE	3.217226	9	S-species	0.0867172	2.132169	1.049251	10
m	FALSE	3.217226	10	S-species	0.09023418	2.028718	1.049251	10
m	FALSE	3.386554	1	S-species	0.2216465	2.589791	1.030769	10
m	FALSE	3.386554	2	S-species	0.04743573	1.685576	1.030769	10
m	FALSE	3.386554	3	S-species	0.1686596	2.262087	1.030769	10
m	FALSE	3.386554	4	S-species	0.008142624	1.239161	1.030769	10
m	FALSE	3.386554	5	S-species	0.09115946	2	1.030769	10
m	FALSE	3.386554	6	S-species	0.03144183	1.613319	1.030769	10
m	FALSE	3.386554	7	S-species	0.01920964	1.436066	1.030769	10
m	FALSE	3.386554	8	S-species	0.2352276	2.535142	1.030769	10
m	FALSE	3.386554	9	S-species	0.08670575	2.132169	1.030769	10
m	FALSE	3.386554	10	S-species	0.09037123	2.028718	1.030769	10
m	FALSE	3.564793	1	S-species	0.2206133	2.589791	1.012414	10
m	FALSE	3.564793	2	S-species	0.0479429	1.685576	1.012414	10
m	FALSE	3.564793	3	S-species	0.1683484	2.262087	1.012414	10
m	FALSE	3.564793	4	S-species	0.008713036	1.239161	1.012414	10
m	FALSE	3.564793	5	S-species	0.09134699	2	1.012414	10
m	FALSE	3.564793	6	S-species	0.03188698	1.613319	1.012414	10
m	FALSE	3.564793	7	S-species	0.01974612	1.436066	1.012414	10
m	FALSE	3.564793	8	S-species	0.2342051	2.535142	1.012414	10
m	FALSE	3.564793	9	S-species	0.08669473	2.132169	1.012414	10
m	FALSE	3.564793	10	S-species	0.09050239	2.028718	1.012414	10
m	FALSE	3.752414	1	S-species	0.2196224	2.589791	0.994194	10
m	FALSE	3.752414	2	S-species	0.04842905	1.685576	0.994194	10
m	FALSE	3.752414	3	S-species	0.1680496	2.262087	0.994194	10
m	FALSE	3.752414	4	S-species	0.009260977	1.239161	0.994194	10
m	FALSE	3.752414	5	S-species	0.09152689	2	0.994194	10
m	FALSE	3.752414	6	S-species	0.03231391	1.613319	0.994194	10
m	FALSE	3.752414	7	S-species	0.02026121	1.436066	0.994194	10
m	FALSE	3.752414	8	S-species	0.233224	2.535142	0.994194	10
m	FALSE	3.752414	9	S-species	0.08668411	2.132169	0.994194	10
m	FALSE	3.752414	10	S-species	0.09062791	2.028718	0.994194	10
m	FALSE	3.949909	1	S-species	0.2186719	2.589791	0.976119	10
m	FALSE	3.949909	2	S-species	0.04889518	1.685576	0.976119	10
m	FALSE	3.949909	3	S-species	0.1677626	2.262087	0.976119	10
m	FALSE	3.949909	4	S-species	0.009787017	1.239161	0.976119	10
m	FALSE	3.949909	5	S-species	0.09169955	2	0.976119	10
m	FALSE	3.949909	6	S-species	0.03272348	1.613319	0.976119	10
m	FALSE	3.949909	7	S-species	0.02075593	1.436066	0.976119	10
m	FALSE	3.949909	8	S-species	0.2322824	2.535142	0.976119	10
m	FALSE	3.949909	9	S-species	0.08667392	2.132169	0.976119	10
m	FALSE	3.949909	10	S-species	0.0907481	2.028718	0.976119	10
m	FALSE	4.157799	1	S-species	0.2177598	2.589791	0.958195	10
m	FALSE	4.157799	2	S-species	0.0493422	1.685576	0.958195	10
m	FALSE	4.157799	3	S-species	0.1674868	2.262087	0.958195	10
m	FALSE	4.157799	4	S-species	0.01029261	1.239161	0.958195	10
m	FALSE	4.157799	5	S-species	0.09186527	2	0.958195	10
m	FALSE	4.157799	6	S-species	0.03311647	1.613319	0.958195	10
m	FALSE	4.157799	7	S-species	0.02123117	1.436066	0.958195	10
m	FALSE	4.157799	8	S-species	0.2313784	2.535142	0.958195	10
m	FALSE	4.157799	9	S-species	0.08666408	2.132169	0.958195	10
m	FALSE	4.157799	10	S-species	0.09086318	2.028718	0.958195	10
m	FALSE	4.376631	1	S-species	0.2168845	2.589791	0.940431	10
m	FALSE	4.376631	2	S-species	0.04977101	1.685576	0.940431	10
m	FALSE	4.376631	3	S-species	0.1672217	2.262087	0.940431	10
m	FALSE	4.376631	4	S-species	0.01077852	1.239161	0.940431	10
m	FALSE	4.376631	5	S-species	0.09202437	2	0.940431	10
m	FALSE	4.376631	6	S-species	0.03349366	1.613319	0.940431	10
m	FALSE	4.376631	7	S-species	0.02168784	1.436066	0.940431	10
m	FALSE	4.376631	8	S-species	0.2305104	2.535142	0.940431	10
m	FALSE	4.376631	9	S-species	0.086654610000000007	2.132169	0.940431	10
m	FALSE	4.376631	10	S-species	0.09097339	2.028718	0.940431	10
m	FALSE	4.60698	1	S-species	0.2160443	2.589791	0.922832	10
m	FALSE	4.60698	2	S-species	0.05018243	1.685576	0.922832	10
m	FALSE	4.60698	3	S-species	0.1669668	2.262087	0.922832	10
m	FALSE	4.60698	4	S-species	0.01124564	1.239161	0.922832	10
m	FALSE	4.60698	5	S-species	0.09217717	2	0.922832	10
m	FALSE	4.60698	6	S-species	0.03385576	1.613319	0.922832	10
m	FALSE	4.60698	7	S-species	0.02212676	1.436066	0.922832	10
m	FALSE	4.60698	8	S-species	0.2296767	2.535142	0.922832	10
m	FALSE	4.60698	9	S-species	0.08664548	2.132169	0.922832	10
m	FALSE	4.60698	10	S-species	0.09107897	2.028718	0.922832	10
m	FALSE	4.849453	1	S-species	0.2152375	2.589791	0.905407	10
m	FALSE	4.849453	2	S-species	0.05057726	1.685576	0.905407	10
m	FALSE	4.849453	3	S-species	0.1667217	2.262087	0.905407	10
m	FALSE	4.849453	4	S-species	0.01169481	1.239161	0.905407	10
m	FALSE	4.849453	5	S-species	0.09232393	2	0.905407	10
m	FALSE	4.849453	6	S-species	0.03420346	1.613319	0.905407	10
m	FALSE	4.849453	7	S-species	0.02254873	1.436066	0.905407	10
m	FALSE	4.849453	8	S-species	0.2288758	2.535142	0.905407	10
m	FALSE	4.849453	9	S-species	0.08663668	2.132169	0.905407	10
m	FALSE	4.849453	10	S-species	0.09118013	2.028718	0.905407	10
m	FALSE	5.104687	1	S-species	0.2144627	2.589791	0.888161	10
m	FALSE	5.104687	2	S-species	0.05095627	1.685576	0.888161	10
m	FALSE	5.104687	3	S-species	0.1664859	2.262087	0.888161	10
m	FALSE	5.104687	4	S-species	0.01212684	1.239161	0.888161	10
m	FALSE	5.104687	5	S-species	0.09246494	2	0.888161	10
m	FALSE	5.104687	6	S-species	0.03453741	1.613319	0.888161	10
m	FALSE	5.104687	7	S-species	0.02295451	1.436066	0.888161	10
m	FALSE	5.104687	8	S-species	0.2281062	2.535142	0.888161	10
m	FALSE	5.104687	9	S-species	0.08662819	2.132169	0.888161	10
m	FALSE	5.104687	10	S-species	0.09127707	2.028718	0.888161	10
m	FALSE	5.373355	1	S-species	0.2137183	2.589791	0.871099	10
m	FALSE	5.373355	2	S-species	0.05132016	1.685576	0.871099	10
m	FALSE	5.373355	3	S-species	0.1662591	2.262087	0.871099	10
m	FALSE	5.373355	4	S-species	0.01254246	1.239161	0.871099	10
m	FALSE	5.373355	5	S-species	0.09260045	2	0.871099	10
m	FALSE	5.373355	6	S-species	0.03485824	1.613319	0.871099	10
m	FALSE	5.373355	7	S-species	0.02334481	1.436066	0.871099	10
m	FALSE	5.373355	8	S-species	0.2273665	2.535142	0.871099	10
m	FALSE	5.373355	9	S-species	0.08662001	2.132169	0.871099	10
m	FALSE	5.373355	10	S-species	0.09137	2.028718	0.871099	10
m	FALSE	5.656163	1	S-species	0.2130031	2.589791	0.854227	10
m	FALSE	5.656163	2	S-species	0.05166963	1.685576	0.854227	10
m	FALSE	5.656163	3	S-species	0.1660407	2.262087	0.854227	10
m	FALSE	5.656163	4	S-species	0.01294242	1.239161	0.854227	10
m	FALSE	5.656163	5	S-species	0.09273072	2	0.854227	10
m	FALSE	5.656163	6	S-species	0.03516652	1.613319	0.854227	10
m	FALSE	5.656163	7	S-species	0.02372032	1.436066	0.854227	10
m	FALSE	5.656163	8	S-species	0.2266554	2.535142	0.854227	10
m	FALSE	5.656163	9	S-species	0.08661211	2.132169	0.854227	10
m	FALSE	5.656163	10	S-species	0.09145909	2.028718	0.854227	10
m	FALSE	5.953856	1	S-species	0.2123157	2.589791	0.83755	10
m	FALSE	5.953856	2	S-species	0.05200532	1.685576	0.83755	10
m	FALSE	5.953856	3	S-species	0.1658306	2.262087	0.83755	10
m	FALSE	5.953856	4	S-species	0.01332739	1.239161	0.83755	10
m	FALSE	5.953856	5	S-species	0.09285596	2	0.83755	10
m	FALSE	5.953856	6	S-species	0.03546282	1.613319	0.83755	10
m	FALSE	5.953856	7	S-species	0.02408169	1.436066	0.83755	10
m	FALSE	5.953856	8	S-species	0.2259715	2.535142	0.83755	10
m	FALSE	5.953856	9	S-species	0.0866045	2.132169	0.83755	10
m	FALSE	5.953856	10	S-species	0.09154452	2.028718	0.83755	10
m	FALSE	6.267216	1	S-species	0.2116549	2.589791	0.821071	10
m	FALSE	6.267216	2	S-species	0.05232785	1.685576	0.821071	10
m	FALSE	6.267216	3	S-species	0.1656283	2.262087	0.821071	10
m	FALSE	6.267216	4	S-species	0.01369802	1.239161	0.821071	10
m	FALSE	6.267216	5	S-species	0.09297641	2	0.821071	10
m	FALSE	6.267216	6	S-species	0.03574768	1.613319	0.821071	10
m	FALSE	6.267216	7	S-species	0.02442953	1.436066	0.821071	10
m	FALSE	6.267216	8	S-species	0.2253137	2.535142	0.821071	10
m	FALSE	6.267216	9	S-species	0.08659715	2.132169	0.821071	10
m	FALSE	6.267216	10	S-species	0.09162647	2.028718	0.821071	10
m	FALSE	6.59707	1	S-species	0.2110196	2.589791	0.804796	10
m	FALSE	6.59707	2	S-species	0.0526378	1.685576	0.804796	10
m	FALSE	6.59707	3	S-species	0.1654334	2.262087	0.804796	10
m	FALSE	6.59707	4	S-species	0.01405494	1.239161	0.804796	10
m	FALSE	6.59707	5	S-species	0.09309227	2	0.804796	10
m	FALSE	6.59707	6	S-species	0.03602159	1.613319	0.804796	10
m	FALSE	6.59707	7	S-species	0.02476444	1.436066	0.804796	10
m	FALSE	6.59707	8	S-species	0.2246809	2.535142	0.804796	10
m	FALSE	6.59707	9	S-species	0.08659005	2.132169	0.804796	10
m	FALSE	6.59707	10	S-species	0.09170508	2.028718	0.804796	10
m	FALSE	6.944284	1	S-species	0.2104085	2.589791	0.788728	10
m	FALSE	6.944284	2	S-species	0.05293573	1.685576	0.788728	10
m	FALSE	6.944284	3	S-species	0.1652457	2.262087	0.788728	10
m	FALSE	6.944284	4	S-species	0.01439873	1.239161	0.788728	10
m	FALSE	6.944284	5	S-species	0.09320375	2	0.788728	10
m	FALSE	6.944284	6	S-species	0.03628505	1.613319	0.788728	10
m	FALSE	6.944284	7	S-species	0.02508696	1.436066	0.788728	10
m	FALSE	6.944284	8	S-species	0.2240719	2.535142	0.788728	10
m	FALSE	6.944284	9	S-species	0.0865832	2.132169	0.788728	10
m	FALSE	6.944284	10	S-species	0.09178051	2.028718	0.788728	10
m	FALSE	7.309773	1	S-species	0.2098207	2.589791	0.77287	10
m	FALSE	7.309773	2	S-species	0.05322217	1.685576	0.77287	10
m	FALSE	7.309773	3	S-species	0.1650648	2.262087	0.77287	10
m	FALSE	7.309773	4	S-species	0.01472995	1.239161	0.77287	10
m	FALSE	7.309773	5	S-species	0.09331103	2	0.77287	10
m	FALSE	7.309773	6	S-species	0.03653849	1.613319	0.77287	10
m	FALSE	7.309773	7	S-species	0.02539762	1.436066	0.77287	10
m	FALSE	7.309773	8	S-species	0.2234858	2.535142	0.77287	10
m	FALSE	7.309773	9	S-species	0.08657658	2.132169	0.77287	10
m	FALSE	7.309773	10	S-species	0.0918529	2.028718	0.77287	10
m	FALSE	7.694498	1	S-species	0.209255	2.589791	0.757225	10
m	FALSE	7.694498	2	S-species	0.05349763	1.685576	0.757225	10
m	FALSE	7.694498	3	S-species	0.1648905	2.262087	0.757225	10
m	FALSE	7.694498	4	S-species	0.01504914	1.239161	0.757225	10
m	FALSE	7.694498	5	S-species	0.0934143	2	0.757225	10
m	FALSE	7.694498	6	S-species	0.03678237	1.613319	0.757225	10
m	FALSE	7.694498	7	S-species	0.02569694	1.436066	0.757225	10
m	FALSE	7.694498	8	S-species	0.2229215	2.535142	0.757225	10
m	FALSE	7.694498	9	S-species	0.08657018	2.132169	0.757225	10
m	FALSE	7.694498	10	S-species	0.0919224	2.028718	0.757225	10
m	FALSE	8.099471	1	S-species	0.2087107	2.589791	0.741795	10
m	FALSE	8.099471	2	S-species	0.05376259	1.685576	0.741795	10
m	FALSE	8.099471	3	S-species	0.1647224	2.262087	0.741795	10
m	FALSE	8.099471	4	S-species	0.01535681	1.239161	0.741795	10
m	FALSE	8.099471	5	S-species	0.09351373	2	0.741795	10
m	FALSE	8.099471	6	S-species	0.0370171	1.613319	0.741795	10
m	FALSE	8.099471	7	S-species	0.0259854	1.436066	0.741795	10
m	FALSE	8.099471	8	S-species	0.2223781	2.535142	0.741795	10
m	FALSE	8.099471	9	S-species	0.086564	2.132169	0.741795	10
m	FALSE	8.099471	10	S-species	0.09198912	2.028718	0.741795	10
m	FALSE	8.525759	1	S-species	0.2081867	2.589791	0.726583	10
m	FALSE	8.525759	2	S-species	0.05401749	1.685576	0.726583	10
m	FALSE	8.525759	3	S-species	0.1645604	2.262087	0.726583	10
m	FALSE	8.525759	4	S-species	0.01565343	1.239161	0.726583	10
m	FALSE	8.525759	5	S-species	0.09360948	2	0.726583	10
m	FALSE	8.525759	6	S-species	0.03724306	1.613319	0.726583	10
m	FALSE	8.525759	7	S-species	0.02626344	1.436066	0.726583	10
m	FALSE	8.525759	8	S-species	0.2218547	2.535142	0.726583	10
m	FALSE	8.525759	9	S-species	0.08655803	2.132169	0.726583	10
m	FALSE	8.525759	10	S-species	0.0920532	2.028718	0.726583	10
m	FALSE	8.974483	1	S-species	0.2076822	2.589791	0.711591	10
m	FALSE	8.974483	2	S-species	0.05426279	1.685576	0.711591	10
m	FALSE	8.974483	3	S-species	0.1644042	2.262087	0.711591	10
m	FALSE	8.974483	4	S-species	0.01593947	1.239161	0.711591	10
m	FALSE	8.974483	5	S-species	0.09370172	2	0.711591	10
m	FALSE	8.974483	6	S-species	0.03746064	1.613319	0.711591	10
m	FALSE	8.974483	7	S-species	0.02653151	1.436066	0.711591	10
m	FALSE	8.974483	8	S-species	0.2213505	2.535142	0.711591	10
m	FALSE	8.974483	9	S-species	0.08655226	2.132169	0.711591	10
m	FALSE	8.974483	10	S-species	0.09211475	2.028718	0.711591	10
m	FALSE	9.446824	1	S-species	0.2071963	2.589791	0.69682	10
m	FALSE	9.446824	2	S-species	0.05449889	1.685576	0.69682	10
m	FALSE	9.446824	3	S-species	0.1642534	2.262087	0.69682	10
m	FALSE	9.446824	4	S-species	0.01621537	1.239161	0.69682	10
m	FALSE	9.446824	5	S-species	0.09379058	2	0.69682	10
m	FALSE	9.446824	6	S-species	0.03767019	1.613319	0.69682	10
m	FALSE	9.446824	7	S-species	0.02679003	1.436066	0.69682	10
m	FALSE	9.446824	8	S-species	0.2208646	2.535142	0.69682	10
m	FALSE	9.446824	9	S-species	0.08654668	2.132169	0.69682	10
m	FALSE	9.446824	10	S-species	0.09217389	2.028718	0.69682	10
m	FALSE	9.944026	1	S-species	0.2067283	2.589791	0.682272	10
m	FALSE	9.944026	2	S-species	0.05472618	1.685576	0.682272	10
m	FALSE	9.944026	3	S-species	0.164108	2.262087	0.682272	10
m	FALSE	9.944026	4	S-species	0.01648154	1.239161	0.682272	10
m	FALSE	9.944026	5	S-species	0.09387621	2	0.682272	10
m	FALSE	9.944026	6	S-species	0.03787205	1.613319	0.682272	10
m	FALSE	9.944026	7	S-species	0.02703937	1.436066	0.682272	10
m	FALSE	9.944026	8	S-species	0.2203963	2.535142	0.682272	10
m	FALSE	9.944026	9	S-species	0.08654128	2.132169	0.682272	10
m	FALSE	9.944026	10	S-species	0.09223071	2.028718	0.682272	10
m	FALSE	10.4674	1	S-species	0.2062774	2.589791	0.667947	10
m	FALSE	10.4674	2	S-species	0.05494504	1.685576	0.667947	10
m	FALSE	10.4674	3	S-species	0.1639677	2.262087	0.667947	10
m	FALSE	10.4674	4	S-species	0.01673839	1.239161	0.667947	10
