time	resource	numTypes	assocRate
2581	5.22363	10	21.61421
2582	5.19963	10	21.61871
2583	5.17568	10	21.62321
2584	5.15178	10	21.62771
2585	5.12793	10	21.63221
2586	5.10413	10	21.63671
2587	5.08038	10	21.64121
2588	5.0566700000000004	10	21.64571
2589	5.03302	10	21.65021
2590	5.00941	10	21.65471
2591	4.98585	10	21.65921
2592	4.96235	10	21.66371
2593	4.93889	10	21.66821
2594	4.91548	10	21.67271
2595	4.89212	10	21.67721
2596	4.86881	10	21.68171
2597	4.84555	10	21.68621
2598	4.82235	10	21.69071
2599	4.79919	10	21.69521
2600	4.77608	10	21.69971
2601	4.75302	10	21.70421
2602	4.73001	10	21.70871
2603	4.70705	10	21.71321
2604	4.68414	10	21.71771
2605	4.66128	10	21.72221
2606	4.63847	10	21.72671
2607	4.61571	10	21.73121
2608	4.593	10	21.73571
2609	4.57034	10	21.74021
2610	4.54773	10	21.74471
2611	4.52517	10	21.74921
2612	4.50267	10	21.75371
2613	4.48021	10	21.75821
2614	4.4578	10	21.76271
2615	4.43545	10	21.76721
2616	4.41314	10	21.77171
2617	4.39089	10	21.77621
2618	4.36868	10	21.78071
2619	4.34653	10	21.78521
2620	4.32443	10	21.78971
2621	4.30238	10	21.79421
2622	4.28038	11	21.79871
2623	4.25843	11	21.8032
2624	4.23654	11	21.8077
2625	4.21469	11	21.8122
2626	4.1929	11	21.8167
2627	4.17115	11	21.8212
2628	4.14946	11	21.8257
2629	4.12782	11	21.8302
2630	4.10623	11	21.8347
2631	4.0847	11	21.8392
2632	4.06321	11	21.8437
2633	4.04178	11	21.8482
2634	4.02039	11	21.8527
2635	3.99906	11	21.8572
2636	3.97779	11	21.8617
2637	3.95656	11	21.8662
2638	3.93538	11	21.8707
2639	3.91426	11	21.8752
2640	3.89319	12	21.8797
2641	3.87217	12	21.8842
2642	3.85121	12	21.8887
2643	3.83029	12	21.8932
2644	3.80943	12	21.8977
2645	3.78862	12	21.9022
2646	3.76786	12	21.9067
2647	3.74716	12	21.9112
2648	3.7265	12	21.9157
2649	3.7059	12	21.9202
2650	3.68536	12	21.9247
2651	3.66486	12	21.9292
2652	3.64442	12	21.9337
2653	3.62403	12	21.9382
2654	3.60369	12	21.9427
2655	3.58341	12	21.9472
2656	3.56318	12	21.9517
2657	3.543	12	21.9562
2658	3.52287	12	21.9607
2659	3.5028	12	21.9652
2660	3.48278	12	21.9697
2661	3.46281	12	21.9742
2662	3.4429	12	21.9787
2663	3.42304	12	21.9832
2664	3.40323	12	21.9877
2665	3.38348	12	21.9922
2666	3.36378	12	21.9967
2667	3.34413	12	22.0012
2668	3.32454	12	22.0057
2669	3.305	12	22.0102
2670	3.28551	12	22.0147
2671	3.26608	12	22.0192
2672	3.2467	12	22.0237
2673	3.22737	12	22.0282
2674	3.2081	12	22.0327
2675	3.18888	12	22.0372
2676	3.16972	12	22.0417
2677	3.15061	12	22.0462
2678	3.13155	12	22.0507
2679	3.11255	13	22.0552
2680	3.0936	13	22.0597
2681	3.07471	13	22.0642
2682	3.05587	13	22.0687
2683	3.03708	13	22.0732
2684	3.01835	13	22.0777
2685	2.99967	13	22.0822
2686	2.98105	13	22.0867
2687	2.96248	13	22.0912
2688	2.94396	13	22.0957
2689	2.9255	13	22.1002
2690	2.9071	13	22.1047
2691	2.88874	13	22.1092
2692	2.87045	13	22.1137
2693	2.8522	13	22.1182
2694	2.83402	13	22.1227
2695	2.81588	13	22.1272
2696	2.79781	13	22.1317
2697	2.77978	14	22.1362
2698	2.76181	15	22.1407
2699	2.7439	15	22.1452
2700	2.72604	15	22.1497
2701	2.70824	15	22.1542
2702	2.69049	15	22.1587
2703	2.67279	15	22.1632
2704	2.65515	15	22.1677
2705	2.63757	15	22.1722
2706	2.62004	15	22.1767
2707	2.60257	15	22.1812
2708	2.58515	15	22.1857
2709	2.56779	15	22.1902
2710	2.55048	15	22.1947
2711	2.53323	16	22.1992
2712	2.51603	16	22.20369
2713	2.49889	16	22.20819
2714	2.48181	16	22.21269
2715	2.46478	16	22.21719
2716	2.4478	16	22.22169
2717	2.43088	16	22.22619
2718	2.41402	16	22.23069
2719	2.39721	16	22.23519
2720	2.38046	16	22.23969
2721	2.36376	16	22.24419
2722	2.34713	16	22.24869
2723	2.33054	16	22.25319
2724	2.31401	16	22.25769
2725	2.29754	16	22.26219
2726	2.28112	16	22.26669
2727	2.26476	16	22.27119
2728	2.24846	16	22.27569
2729	2.23221	16	22.28019
2730	2.21602	16	22.28469
2731	2.19989	16	22.28919
2732	2.18381	16	22.29369
2733	2.16778	16	22.29819
2734	2.15182	16	22.30269
2735	2.13591	16	22.30719
2736	2.12005	16	22.31169
2737	2.10426	17	22.31619
2738	2.08851	17	22.32069
2739	2.07283	17	22.32519
2740	2.0572	17	22.32969
2741	2.04163	17	22.33419
2742	2.02612	17	22.33869
2743	2.01066	17	22.34319
2744	1.99526	17	22.34769
2745	1.97991	17	22.35219
2746	1.96463	17	22.35669
2747	1.9494	18	22.36119
2748	1.93422	18	22.36569
2749	1.9191	18	22.37019
2750	1.90404	18	22.37469
2751	1.88904	18	22.37919
2752	1.8741	18	22.38369
2753	1.85921	18	22.38819
2754	1.84438	18	22.39269
2755	1.8296	18	22.39719
2756	1.81488	18	22.40169
2757	1.80022	18	22.40619
2758	1.78562	18	22.41069
2759	1.77107	18	22.41519
2760	1.75659	18	22.41969
2761	1.74215	19	22.42419
2762	1.72778	19	22.42869
2763	1.71346	20	22.43319
2764	1.69921	20	22.43769
2765	1.685	20	22.44219
2766	1.67086	20	22.44669
2767	1.65677	20	22.45119
2768	1.64275	20	22.45569
2769	1.62877	20	22.46019
2770	1.61486	20	22.46469
2771	1.601	20	22.46919
2772	1.58721	20	22.47369
2773	1.57347	20	22.47819
2774	1.55978	20	22.48269
2775	1.54616	20	22.48719
2776	1.53259	20	22.49169
2777	1.51908	21	22.49619
2778	1.50563	22	22.50069
2779	1.49224	22	22.50519
2780	1.47891	22	22.50969
2781	1.46563	22	22.51419
2782	1.45241	22	22.51869
2783	1.43925	22	22.52319
2784	1.42615	22	22.52769
2785	1.4131	22	22.53219
2786	1.40012	22	22.53669
2787	1.38719	22	22.54119
2788	1.37432	22	22.54569
2789	1.36151	22	22.55019
2790	1.34875	22	22.55469
2791	1.33606	22	22.55919
2792	1.32342	23	22.56369
2793	1.31084	23	22.56819
2794	1.29832	23	22.57269
2795	1.28586	23	22.57719
2796	1.27346	23	22.58169
2797	1.26112	23	22.58619
2798	1.24883	23	22.59069
2799	1.2366	23	22.59519
2800	1.22444	23	22.59969
2801	1.21233	23	22.60418
2802	1.20028	23	22.60868
2803	1.18828	23	22.61318
2804	1.17635	23	22.61768
2805	1.16448	23	22.62218
2806	1.15266	24	22.62668
2807	1.1409	24	22.63118
2808	1.12921	24	22.63568
2809	1.11757	24	22.64018
2810	1.10599	24	22.64468
2811	1.09446	24	22.64918
2812	1.083	24	22.65368
2813	1.0716	24	22.65818
2814	1.06025	24	22.66268
2815	1.04897	24	22.66718
2816	1.03774	24	22.67168
2817	1.02658	24	22.67618
2818	1.01547	24	22.68068
2819	1.00442	24	22.68518
2820	0.99343	24	22.68968
2821	0.9825	24	22.69418
2822	0.97163	24	22.69868
2823	0.96082	24	22.70318
2824	0.95007	24	22.70768
2825	0.93937	24	22.71218
2826	0.92874	25	22.71668
2827	0.91816	25	22.72118
2828	0.90765	26	22.72568
2829	0.89719	26	22.73018
2830	0.8868	26	22.73468
2831	0.87646	26	22.73918
2832	0.86618	27	22.74368
2833	0.85597	27	22.74818
2834	0.84581	27	22.75268
2835	0.83571	27	22.75718
2836	0.82567	27	22.76168
2837	0.81569	27	22.76618
2838	0.80577	27	22.77068
2839	0.79591	27	22.77518
2840	0.78611	27	22.77968
2841	0.77637	28	22.78418
2842	0.76669	28	22.78868
2843	0.75707	28	22.79318
2844	0.74751	28	22.79768
2845	0.73801	28	22.80218
2846	0.72857	28	22.80668
2847	0.71919	28	22.81118
2848	0.70987	28	22.81568
2849	0.70061	28	22.82018
2850	0.69141	28	22.82468
2851	0.68226	28	22.82918
2852	0.67318	29	22.83368
2853	0.66416	29	22.83818
2854	0.6552	29	22.84268
2855	0.6463	29	22.84718
2856	0.63746	29	22.851680000000002
2857	0.62868	29	22.85618
2858	0.61996	29	22.86068
2859	0.61129	29	22.86518
2860	0.60269	29	22.86968
2861	0.59415	30	22.87418
2862	0.58567	30	22.87868
2863	0.57725	31	22.88318
2864	0.56889	31	22.88768
2865	0.56059	31	22.89218
2866	0.55235	31	22.89668
2867	0.54418	31	22.90118
2868	0.53606	31	22.90568
2869	0.528	31	22.91018
2870	0.52	31	22.91468
2871	0.51206	31	22.91918
2872	0.50419	31	22.92368
2873	0.49637	31	22.92818
2874	0.48861	31	22.93268
2875	0.48092	31	22.93718
2876	0.47328	31	22.94168
2877	0.46571	31	22.94618
2878	0.4582	31	22.95068
2879	0.45074	31	22.95518
2880	0.44335	31	22.95968
2881	0.43602	31	22.96418
2882	0.42874	31	22.96868
2883	0.42153	31	22.97318
2884	0.41438	31	22.97768
2885	0.40729	31	22.98218
2886	0.40026	31	22.98668
2887	0.3933	32	22.99118
2888	0.38639	32	22.99568
2889	0.37954	32	23.00017
2890	0.37275	33	23.00467
2891	0.36603	33	23.00917
2892	0.35936	33	23.01367
2893	0.35276	33	23.01817
2894	0.34622000000000003	33	23.02267
2895	0.33974	33	23.02717
2896	0.33331	33	23.03167
2897	0.32695	34	23.03617
2898	0.32065	34	23.04067
2899	0.31441	34	23.04517
2900	0.30824	34	23.04967
2901	0.30212	35	23.05417
2902	0.29606	35	23.05867
2903	0.29007	35	23.06317
2904	0.28413	35	23.06767
2905	0.27826	35	23.07217
2906	0.27245	35	23.07667
2907	0.2667	35	23.08117
2908	0.26101	35	23.08567
2909	0.25538	35	23.09017
2910	0.24981	35	23.09467
2911	0.2443	35	23.09917
2912	0.23886	35	23.10367
2913	0.23347	35	23.10817
2914	0.22815	36	23.11267
2915	0.22289	36	23.11717
2916	0.21769	36	23.12167
2917	0.21255	36	23.12617
2918	0.20747	37	23.13067
2919	0.20245	37	23.13517
2920	0.19749	38	23.13967
2921	0.1926	38	23.14417
2922	0.18776	38	23.14867
2923	0.18299	38	23.15317
2924	0.17828	38	23.15767
2925	0.17363	38	23.16217
2926	0.16904	38	23.16667
2927	0.16451	38	23.17117
2928	0.16004	38	23.17567
2929	0.15564	38	23.18017
2930	0.15129	38	23.18467
2931	0.14701	38	23.18917
2932	0.14279	38	23.19367
2933	0.13863	38	23.19817
2934	0.13453	38	23.20267
2935	0.13049	38	23.20717
2936	0.12651	38	23.21167
2937	0.1226	39	23.21617
2938	0.11875	39	23.22067
2939	0.11495	40	23.22517
2940	0.11122	40	23.22967
2941	0.10755	40	23.23417
2942	0.10395	40	23.23867
2943	0.1004	40	23.24317
2944	0.09691	40	23.24767
2945	0.09349	40	23.25217
2946	0.09013	40	23.25667
2947	0.08683	40	23.26117
2948	0.08359	40	23.26567
2949	0.08041	41	23.27017
2950	0.07729	42	23.27467
2951	0.07424	42	23.27917
2952	0.07125	42	23.28367
2953	0.06831	42	23.28817
2954	0.06544	42	23.29267
2955	0.06264	42	23.29717
2956	0.05989	42	23.30167
2957	0.0572	42	23.30617
2958	0.05458	43	23.310669999999998
2959	0.05202	43	23.31517
2960	0.04951	43	23.31967
2961	0.04707	43	23.32417
2962	0.0447	44	23.32867
2963	0.04238	44	23.33317
2964	0.04013	44	23.33767
2965	0.03793	45	23.34217
2966	0.0358	46	23.34667
2967	0.03373	47	23.35117
2968	0.03172	47	23.35567
2969	0.02978	47	23.36017
2970	0.02789	47	23.36467
2971	0.02607	47	23.36917
2972	0.02431	47	23.37367
2973	0.0226	47	23.37817
2974	0.02097	47	23.38267
2975	0.01939	47	23.38717
2976	0.01787	47	23.39167
2977	0.01642	47	23.39617
2978	0.01503	47	23.40066
2979	0.0137	48	23.40516
2980	0.01243	49	23.40966
2981	0.01122	50	23.41416
2982	0.01008	51	23.41866
2983	0.00899	52	23.42316
2984	0.00797	52	23.42766
2985	0.00701	52	23.43216
2986	0.00611	52	23.43666
2987	0.00527	52	23.44116
2988	0.0045	52	23.44566
2989	0.00378	52	23.45016
2990	0.00313	52	23.45466
2991	0.00254	52	23.45916
2992	0.00201	52	23.46366
2993	0.00154	52	23.46816
2994	0.00114	52	23.47266
2995	7.9e-4	52	23.47716
2996	5.1e-4	52	23.48166
2997	2.9e-4	51	23.48616
2998	1.3e-4	51	23.49066
2999	4e-5	51	23.49516
3000	0	51	23.49966
3001	3e-5	51	23.50416
3002	1.1e-4	51	23.50866
3003	2.6e-4	52	23.51316
3004	4.8e-4	52	23.51766
3005	7.5e-4	52	23.52216
3006	0.00108	52	23.52666
3007	0.00148	52	23.53116
3008	0.00194	52	23.53566
3009	0.00246	53	23.54016
3010	0.00304	53	23.54466
3011	0.00368	54	23.54916
3012	0.00439	54	23.55366
3013	0.00515	54	23.55816
3014	0.00598	55	23.56266
3015	0.00687	56	23.56716
3016	0.00782	56	23.57166
3017	0.00883	56	23.57616
3018	0.00991	56	23.58066
3019	0.01105	56	23.58516
3020	0.01224	56	23.58966
3021	0.0135	56	23.59416
3022	0.01482	56	23.59866
3023	0.01621	56	23.60316
3024	0.01765	56	23.60766
3025	0.01916	56	23.61216
3026	0.02073	57	23.61666
3027	0.02236	57	23.62116
3028	0.02405	57	23.62566
3029	0.0258	58	23.63016
3030	0.02761	58	23.63466
3031	0.02949	58	23.63916
3032	0.03143	58	23.64366
3033	0.03343	58	23.64816
3034	0.03549	58	23.65266
3035	0.03761	59	23.65716
3036	0.03979	59	23.66166
3037	0.04204	59	23.66616
3038	0.04435	59	23.67066
3039	0.04671	59	23.67516
3040	0.04914	60	23.67966
3041	0.05164	60	23.68416
3042	0.05419	60	23.68866
3043	0.0568	60	23.69316
3044	0.05948	60	23.69766
3045	0.06222	60	23.70216
3046	0.06502	60	23.70666
3047	0.06788	60	23.71116
3048	0.0708	61	23.71566
3049	0.07379	61	23.72016
3050	0.07683	62	23.72466
3051	0.07994	62	23.72916
3052	0.08311	62	23.73366
3053	0.08634	62	23.73816
3054	0.08963	62	23.74266
3055	0.09298	62	23.74716
3056	0.0964	61	23.75166
3057	0.09987	60	23.75616
3058	0.10341	60	23.76066
3059	0.10701	60	23.76516
3060	0.11067	60	23.76966
3061	0.11439	60	23.77416
3062	0.11817	60	23.77866
3063	0.12202	60	23.78316
3064	0.12592	60	23.78766
3065	0.12989	60	23.79216
3066	0.13392	60	23.79666
3067	0.13801	61	23.80115
3068	0.14216	61	23.80565
3069	0.14637	61	23.81015
3070	0.15065	61	23.81465
3071	0.15498	61	23.81915
3072	0.15938	61	23.82365
3073	0.16383	62	23.82815
3074	0.16835	62	23.83265
3075	0.17293	62	23.83715
3076	0.17758	62	23.84165
3077	0.18228	62	23.84615
3078	0.18704	61	23.85065
3079	0.19187	61	23.85515
3080	0.19675	61	23.85965
3081	0.2017	62	23.86415
3082	0.20671	63	23.86865
3083	0.21178	63	23.87315
3084	0.21691	62	23.87765
3085	0.2221	62	23.88215
3086	0.22736	62	23.88665
3087	0.23267	62	23.89115
3088	0.23805	62	23.89565
3089	0.24348	62	23.90015
3090	0.24898	62	23.90465
3091	0.25454	62	23.90915
3092	0.26016	60	23.91365
3093	0.26584	60	23.91815
3094	0.27158	60	23.92265
3095	0.27739	58	23.92715
3096	0.28325	58	23.93165
3097	0.28917	58	23.93615
3098	0.29516	57	23.94065
3099	0.30121	57	23.94515
3100	0.30732	57	23.94965
3101	0.31348	57	23.95415
3102	0.31971	57	23.95865
3103	0.326	56	23.96315
3104	0.33236	56	23.96765
3105	0.33877	56	23.97215
3106	0.34524	57	23.97665
3107	0.35178	57	23.98115
3108	0.35837	58	23.98565
3109	0.36503	57	23.99015
3110	0.37174	57	23.99465
3111	0.37852	57	23.99915
3112	0.38536	56	24.00365
3113	0.39226	56	24.00815
3114	0.39922	56	24.01265
3115	0.40624	55	24.01715
3116	0.41332	55	24.02165
3117	0.42046	54	24.02615
3118	0.42766	54	24.03065
3119	0.43492	54	24.03515
3120	0.44224	54	24.03965
3121	0.44963	55	24.04415
3122	0.45707	55	24.04865
3123	0.46458	55	24.05315
3124	0.47214	54	24.05765
3125	0.47977	55	24.06215
3126	0.48746	55	24.06665
3127	0.4952	55	24.07115
3128	0.50301	55	24.07565
3129	0.51088	54	24.08015
3130	0.51881	54	24.08465
3131	0.5268	54	24.08915
3132	0.53484	53	24.09365
3133	0.54295	53	24.09815
3134	0.55112	51	24.10265
3135	0.55935	51	24.10715
3136	0.56764	51	24.11165
3137	0.576	51	24.11615
3138	0.58441	51	24.12065
3139	0.59288	51	24.12515
3140	0.60141	50	24.12965
3141	0.61	51	24.13415
3142	0.61865	49	24.13865
3143	0.62736	47	24.14315
3144	0.63614	47	24.14765
3145	0.64497	46	24.15215
3146	0.65386	46	24.15665
3147	0.66281	43	24.16115
3148	0.67183	43	24.16565
3149	0.6809	43	24.17015
3150	0.69003	43	24.17465
3151	0.69922	43	24.17915
3152	0.70848	43	24.18365
3153	0.71779	40	24.18815
3154	0.72716	40	24.19265
3155	0.73659	40	24.19715
3156	0.74608	41	24.20164
3157	0.75564	41	24.20614
3158	0.76525	41	24.21064
3159	0.77492	41	24.21514
3160	0.78465	40	24.21964
3161	0.79444	40	24.22414
3162	0.80429	40	24.22864
3163	0.8142	40	24.23314
3164	0.82417	41	24.23764
3165	0.8342	41	24.24214
3166	0.84429	41	24.24664
3167	0.85444	41	24.25114
3168	0.86465	41	24.25564
3169	0.87492	41	24.26014
3170	0.88524	41	24.26464
3171	0.89563	41	24.26914
3172	0.90608	41	24.27364
3173	0.91658	41	24.27814
3174	0.92715	41	24.28264
3175	0.93777	41	24.28714
3176	0.94846	41	24.29164
3177	0.9592	41	24.29614
3178	0.97	41	24.30064
3179	0.98087	41	24.30514
3180	0.99179	41	24.30964
3181	1.00277	41	24.31414
3182	1.01381	41	24.31864
3183	1.02491	41	24.32314
3184	1.03606	41	24.32764
3185	1.04728	41	24.33214
3186	1.05856	41	24.33664
3187	1.06989	41	24.34114
3188	1.08129	41	24.34564
3189	1.09274	41	24.35014
3190	1.10425	41	24.35464
3191	1.11583	41	24.35914
3192	1.12746	41	24.36364
3193	1.13914	41	24.36814
3194	1.15089	40	24.37264
3195	1.1627	40	24.37714
3196	1.17457	40	24.38164
3197	1.18649	40	24.38614
3198	1.19847	40	24.39064
3199	1.21052	40	24.39514
3200	1.22262	40	24.39964
3201	1.23478	40	24.40414
3202	1.24699	40	24.40864
3203	1.25927	40	24.41314
3204	1.27161	40	24.41764
3205	1.284	40	24.42214
3206	1.29645	39	24.42664
3207	1.30896	39	24.43114
3208	1.32153	37	24.43564
3209	1.33416	37	24.44014
3210	1.34685	37	24.44464
3211	1.35959	37	24.44914
3212	1.37239	37	24.45364
3213	1.38525	37	24.45814
3214	1.39817	37	24.46264
3215	1.41115	35	24.46714
3216	1.42419	35	24.47164
3217	1.43728	35	24.47614
3218	1.45043	35	24.48064
3219	1.46364	35	24.48514
3220	1.47691	35	24.48964
3221	1.49024	35	24.49414
3222	1.50362	35	24.49864
3223	1.51706	35	24.50314
3224	1.53056	36	24.50764
3225	1.54412	36	24.51214
3226	1.55774	36	24.51664
3227	1.57141	36	24.52114
3228	1.58514	36	24.52564
3229	1.59893	36	24.53014
3230	1.61278	36	24.53464
3231	1.62668	36	24.53914
3232	1.64065	36	24.54364
3233	1.65467	36	24.54814
3234	1.66874	36	24.55264
3235	1.68288	35	24.55714
3236	1.69707	35	24.56164
3237	1.71132	35	24.56614
3238	1.72563	35	24.57064
3239	1.73999	35	24.57514
3240	1.75442	35	24.57964
3241	1.7689	35	24.58414
3242	1.78343	35	24.58864
3243	1.79803	35	24.593139999999998
3244	1.81268	35	24.59764
3245	1.82739	35	24.60213
3246	1.84216	35	24.60663
3247	1.85698	33	24.61113
3248	1.87186	33	24.61563
3249	1.8868	33	24.62013
3250	1.90179	33	24.62463
3251	1.91684	33	24.62913
3252	1.93195	33	24.63363
3253	1.94712	33	24.63813
3254	1.96234	33	24.64263
3255	1.97762	33	24.64713
3256	1.99295	33	24.65163
3257	2.00835	33	24.65613
3258	2.02379	33	24.66063
3259	2.0393	33	24.66513
3260	2.05486	32	24.66963
3261	2.07048	32	24.67413
3262	2.08616	32	24.67863
3263	2.10189	32	24.68313
3264	2.11768	32	24.68763
3265	2.13353	32	24.69213
3266	2.14943	32	24.69663
3267	2.16538	32	24.70113
3268	2.1814	32	24.70563
3269	2.19747	28	24.71013
3270	2.2136	28	24.71463
3271	2.22978	28	24.71913
3272	2.24602	28	24.72363
3273	2.26232	28	24.72813
3274	2.27867	28	24.73263
3275	2.29507	29	24.73713
3276	2.31154	29	24.74163
3277	2.32806	29	24.74613
3278	2.34463	26	24.75063
3279	2.36127	26	24.75513
3280	2.37795	26	24.75963
3281	2.3947	26	24.76413
3282	2.4115	26	24.76863
3283	2.42835	26	24.77313
3284	2.44526	26	24.77763
3285	2.46223	26	24.78213
3286	2.47925	26	24.78663
3287	2.49633	26	24.79113
3288	2.51346	26	24.79563
3289	2.53065	26	24.80013
3290	2.54789	26	24.80463
3291	2.56519	26	24.80913
3292	2.58254	27	24.81363
3293	2.59995	27	24.81813
3294	2.61742	27	24.82263
3295	2.63494	26	24.82713
3296	2.65251	26	24.83163
3297	2.67014	26	24.83613
3298	2.68783	26	24.84063
3299	2.70557	26	24.84513
3300	2.72337	26	24.84963
3301	2.74122	26	24.85413
3302	2.75912	26	24.85863
3303	2.77708	26	24.86313
3304	2.7951	26	24.86763
3305	2.81317	26	24.87213
3306	2.83129	26	24.87663
3307	2.84947	26	24.88113
3308	2.86771	26	24.88563
3309	2.886	26	24.89013
3310	2.90434	24	24.89463
3311	2.92274	24	24.89913
3312	2.94119	24	24.90363
3313	2.9597	24	24.90813
3314	2.97826	24	24.91263
3315	2.99687	24	24.91713
3316	3.01554	24	24.92163
3317	3.03427	24	24.92613
3318	3.05304	24	24.93063
3319	3.07188	24	24.93513
3320	3.09076	24	24.93963
3321	3.1097	24	24.94413
3322	3.1287	24	24.94863
3323	3.14775	24	24.95313
3324	3.16685	25	24.95763
3325	3.18601	25	24.96213
3326	3.20522	25	24.96663
3327	3.22448	25	24.97113
3328	3.2438	25	24.97563
3329	3.26317	25	24.98013
3330	3.28259	25	24.98463
3331	3.30207	25	24.98913
3332	3.3216	25	24.99363
3333	3.34119	25	24.99813
3334	3.36083	25	25.00262
3335	3.38052	25	25.00712
3336	3.40027	25	25.01162
3337	3.42006	25	25.01612
3338	3.43992	25	25.02062
3339	3.45982	25	25.02512
3340	3.47978	25	25.02962
3341	3.49979	25	25.03412
3342	3.51986	25	25.03862
3343	3.53997	25	25.04312
3344	3.56014	25	25.04762
3345	3.58037	25	25.05212
3346	3.60064	25	25.05662
3347	3.62097	25	25.06112
3348	3.64136	25	25.06562
3349	3.66179	25	25.07012
3350	3.68228	25	25.07462
3351	3.70282	25	25.07912
3352	3.72341	25	25.08362
3353	3.74405	25	25.08812
3354	3.76475	25	25.09262
3355	3.7855	26	25.09712
3356	3.8063	26	25.10162
3357	3.82716	26	25.10612
3358	3.84806	26	25.11062
3359	3.86902	26	25.11512
3360	3.89003	26	25.11962
3361	3.9111	23	25.12412
3362	3.93221	23	25.12862
3363	3.95338	23	25.13312
3364	3.9746	23	25.13762
3365	3.99587	23	25.14212
3366	4.01719	23	25.14662
3367	4.03857	23	25.15112
3368	4.05999	23	25.15562
3369	4.08147	23	25.16012
3370	4.103	23	25.16462
3371	4.12458	23	25.16912
3372	4.14621	23	25.17362
3373	4.1679	23	25.17812
3374	4.18963	23	25.18262
3375	4.21142	23	25.18712
3376	4.23326	23	25.19162
3377	4.25515	23	25.19612
3378	4.27709	23	25.20062
3379	4.29908	23	25.20512
3380	4.32112	23	25.20962
3381	4.34321	23	25.21412
3382	4.36536	23	25.21862
3383	4.38755	23	25.22312
3384	4.4098	23	25.22762
3385	4.4321	23	25.23212
3386	4.45445	23	25.23662
3387	4.47684	23	25.24112
3388	4.49929	23	25.24562
3389	4.52179	23	25.25012
3390	4.54434	23	25.25462
3391	4.56694	23	25.25912
3392	4.5896	23	25.26362
3393	4.6123	23	25.26812
3394	4.63505	23	25.27262
3395	4.65785	23	25.27712
3396	4.6807	23	25.28162
3397	4.70361	24	25.28612
3398	4.72656	24	25.29062
3399	4.74956	24	25.29512
3400	4.77261	24	25.29962
3401	4.79572	24	25.30412
3402	4.81887	24	25.30862
3403	4.84207	24	25.31312
3404	4.86532	24	25.31762
3405	4.88862	24	25.32212
3406	4.91197	24	25.32662
3407	4.93537	24	25.33112
3408	4.95883	24	25.33562
3409	4.98232	24	25.34012
3410	5.00587	24	25.34462
3411	5.02947	24	25.34912
3412	5.05312	24	25.35362
3413	5.07682	24	25.35812
3414	5.10056	24	25.36262
3415	5.12436	24	25.36712
3416	5.1482	24	25.37162
3417	5.17209	24	25.37612
3418	5.19604	24	25.38062
3419	5.22003	24	25.38512
3420	5.24407	24	25.38962
3421	5.26816	24	25.39412
3422	5.29229	24	25.39862
3423	5.31648	24	25.40311
3424	5.34071	24	25.40761
3425	5.365	24	25.41211
3426	5.38933	24	25.41661
3427	5.41371	24	25.42111
3428	5.43813	24	25.42561
3429	5.46261	24	25.43011
3430	5.48713	24	25.43461
3431	5.51171	24	25.43911
3432	5.53633	24	25.44361
3433	5.561	24	25.44811
3434	5.58571	24	25.45261
3435	5.61048	24	25.45711
3436	5.63529	24	25.46161
3437	5.66015	24	25.46611
3438	5.68506	24	25.47061
3439	5.71001	24	25.47511
3440	5.73502	20	25.47961
3441	5.76007	20	25.48411
3442	5.78517	20	25.48861
3443	5.81031	20	25.49311
3444	5.8355	20	25.49761
3445	5.86074	20	25.50211
3446	5.88603	20	25.50661
3447	5.91137	21	25.51111
3448	5.93675	21	25.51561
3449	5.96218	21	25.52011
3450	5.98765	21	25.52461
3451	6.01317	21	25.52911
3452	6.03874	21	25.53361
3453	6.06436	21	25.53811
3454	6.09002	21	25.54261
3455	6.11573	21	25.54711
3456	6.14149	21	25.55161
3457	6.16729	21	25.55611
3458	6.19314	21	25.56061
3459	6.21904	21	25.56511
3460	6.24498	21	25.56961
3461	6.27097	21	25.57411
3462	6.297	21	25.57861
3463	6.32308	21	25.58311
3464	6.34921	21	25.58761
3465	6.37538	21	25.59211
3466	6.4016	21	25.59661
3467	6.42786	21	25.60111
3468	6.45417	21	25.60561
3469	6.48053	21	25.61011
3470	6.50693	21	25.61461
3471	6.53338	21	25.61911
3472	6.55987	21	25.62361
3473	6.58641	21	25.62811
3474	6.61299	21	25.63261
3475	6.63962	21	25.63711
3476	6.6663	21	25.64161
3477	6.69302	21	25.64611
3478	6.71978	21	25.65061
3479	6.74659	21	25.65511
3480	6.77345	22	25.65961
3481	6.80035	22	25.66411
3482	6.82729	22	25.66861
3483	6.85428	22	25.67311
3484	6.88131	22	25.67761
3485	6.90839	22	25.68211
3486	6.93552	22	25.68661
3487	6.96269	22	25.69111
3488	6.9899	22	25.69561
3489	7.01716	22	25.70011
3490	7.04446	22	25.70461
3491	7.0718	22	25.70911
3492	7.09919	22	25.71361
3493	7.12663	22	25.71811
3494	7.15411	22	25.72261
3495	7.18163	22	25.72711
3496	7.2092	22	25.73161
3497	7.23681	22	25.73611
3498	7.26446	22	25.74061
3499	7.29216	22	25.74511
3500	7.3199	22	25.74961
3501	7.34769	22	25.75411
3502	7.37552	22	25.75861
3503	7.40339	22	25.76311
3504	7.4313	22	25.76761
3505	7.45926	22	25.77211
3506	7.48726	22	25.77661
3507	7.51531	22	25.78111
3508	7.5434	22	25.78561
3509	7.57153	22	25.79011
3510	7.59971	22	25.79461
3511	7.62792	22	25.79911
